properties,num_properties,coverage,score
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_birth",5,3024,15120
"has_place_of_birth, has_gender, has_spouse, has_child, has_native_language, has_occupation, has_date_of_birth",7,2160,15120
"has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,2520,15120
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1889,15112
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_date_of_death",8,1889,15112
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",8,1889,15112
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at",8,1889,15112
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",8,1889,15112
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1889,15112
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",8,1889,15112
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1889,15112
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation",8,1889,15112
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_date_of_birth",8,1889,15112
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_religion",9,1679,15111
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_award_received, has_date_of_death",6,2518,15108
"has_place_of_birth, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,2518,15108
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",6,2518,15108
"has_place_of_birth, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",7,2158,15106
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_religion",9,1678,15102
"has_place_of_death, has_father, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,2517,15102
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_birth",9,1678,15102
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_religion",9,1678,15102
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",9,1678,15102
"has_place_of_death, has_father, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,2517,15102
"has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_notable_work",6,2517,15102
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_position_held, has_child, has_educated_at",9,1678,15102
"has_place_of_death, has_gender, has_father, has_educated_at, has_occupation, has_award_received",6,2517,15102
"has_place_of_death, has_gender, has_father, has_educated_at, has_award_received, has_date_of_birth",6,2517,15102
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth, has_religion",9,1678,15102
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation",9,1678,15102
"has_place_of_death, has_gender, has_father, has_educated_at, has_award_received, has_date_of_death",6,2517,15102
"has_place_of_death, has_father, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,2517,15102
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_native_language, has_occupation",7,2157,15099
"has_place_of_birth, has_father, has_mother, has_spouse, has_child, has_educated_at, has_occupation, has_award_received",8,1887,15096
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_child, has_educated_at, has_award_received",8,1887,15096
"has_place_of_birth, has_mother, has_child, has_educated_at, has_date_of_death",5,3019,15095
"has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",11,1372,15092
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_native_language, has_date_of_birth",7,2156,15092
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_date_of_birth",7,2156,15092
"has_place_of_birth, has_father, has_mother, has_spouse, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1886,15088
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",12,1257,15084
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",6,2514,15084
"has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",9,1676,15084
"has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",9,1676,15084
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",9,1676,15084
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1508,15080
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,2154,15078
"has_place_of_birth, has_mother, has_child, has_educated_at",4,3769,15076
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death",8,1884,15072
"has_place_of_death, has_father, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1884,15072
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_occupation, has_award_received, has_date_of_birth",8,1884,15072
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_award_received, has_date_of_death, has_date_of_birth",8,1884,15072
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",9,1674,15066
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_date_of_birth",9,1674,15066
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_date_of_death",9,1674,15066
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation",9,1674,15066
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1674,15066
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",9,1674,15066
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",9,1674,15066
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at",9,1674,15066
"has_father, has_mother, has_spouse, has_educated_at, has_award_received",5,3013,15065
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received",7,2152,15064
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_birth",7,2152,15064
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received",7,2152,15064
"has_gender, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",5,3012,15060
"has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received",6,2510,15060
"has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,3012,15060
"has_gender, has_mother, has_country_of_citizenship, has_position_held, has_child, has_award_received",6,2510,15060
"has_place_of_birth, has_mother, has_spouse, has_position_held, has_child, has_educated_at",6,2510,15060
"has_gender, has_native_language, has_occupation, has_award_received, has_date_of_death",5,3012,15060
"has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death",7,2151,15057
"has_father, has_mother, has_country_of_citizenship, has_child, has_educated_at, has_award_received",6,2509,15054
"has_father, has_mother, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2150,15050
"has_place_of_birth, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1505,15050
"has_father, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_death",7,2150,15050
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",10,1505,15050
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",10,1505,15050
"has_mother, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_birth",6,2508,15048
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",12,1254,15048
"has_father, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",7,2149,15043
"has_father, has_spouse, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",7,2149,15043
"has_gender, has_father, has_spouse, has_position_held, has_child, has_educated_at, has_award_received",7,2149,15043
"has_place_of_birth, has_mother, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1880,15040
