properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer",4,1906,7624
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1087,7609
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1086,7602
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",7,1085,7595
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",7,1085,7595
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1085,7595
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1085,7595
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation",5,1518,7590
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_award_received, has_date_of_birth",6,1265,7590
"has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",6,1264,7584
"has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1264,7584
"has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1264,7584
"has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1264,7584
"has_place_of_birth, has_gender, has_educated_at, has_award_received, has_academic_degree",5,1516,7580
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1516,7580
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_date_of_birth",5,1516,7580
"has_place_of_birth, has_educated_at, has_occupation, has_award_received, has_academic_degree",5,1516,7580
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",5,1516,7580
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received",6,1262,7572
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1262,7572
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1262,7572
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1262,7572
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received",6,1262,7572
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1262,7572
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1262,7572
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1262,7572
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1261,7566
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1261,7566
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1261,7566
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1261,7566
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1513,7565
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1260,7560
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1260,7560
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",6,1260,7560
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1260,7560
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_birth, has_cause_of_death",6,1260,7560
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1260,7560
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",6,1260,7560
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_cause_of_death",6,1260,7560
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1077,7539
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_birth",6,1255,7530
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received",6,1255,7530
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1255,7530
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",6,1254,7524
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1254,7524
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",6,1254,7524
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation",6,1254,7524
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death",6,1254,7524
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1254,7524
"has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_academic_degree",5,1501,7505
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",5,1501,7505
"has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_academic_degree",5,1501,7505
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth, has_academic_degree",7,1071,7497
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_academic_degree",7,1071,7497
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1071,7497
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",6,1246,7476
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1067,7469
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",7,1066,7462
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1066,7462
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1066,7462
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1066,7462
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1066,7462
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1066,7462
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death",7,1066,7462
"has_gender, has_educated_at, has_employer, has_award_received",4,1865,7460
"has_educated_at, has_occupation, has_employer, has_award_received",4,1865,7460
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1243,7458
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_cause_of_death",6,1243,7458
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",6,1243,7458
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",6,1243,7458
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1243,7458
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1243,7458
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",6,1243,7458
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,1243,7458
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,1243,7458
"has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1243,7458
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_cause_of_death",6,1243,7458
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1243,7458
"has_educated_at, has_employer, has_award_received, has_date_of_birth",4,1864,7456
"has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",4,1863,7452
"has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",4,1863,7452
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer",4,1861,7444
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",7,1063,7441
"has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",4,1859,7436
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_academic_degree",5,1487,7435
"has_field_of_work, has_occupation, has_award_received, has_date_of_birth",4,1853,7412
"has_gender, has_field_of_work, has_occupation, has_award_received",4,1853,7412
"has_gender, has_field_of_work, has_award_received, has_date_of_birth",4,1853,7412
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_award_received",6,1233,7398
"has_place_of_birth, has_place_of_death, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1233,7398
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_death",6,1233,7398
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1233,7398
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_death",6,1233,7398
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_birth",6,1233,7398
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1055,7385
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",7,1055,7385
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",7,1055,7385
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1055,7385
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1229,7374
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1052,7364
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1052,7364
