properties,num_properties,coverage,score
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1356,9492
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1356,9492
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1356,9492
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer",6,1581,9486
"has_place_of_birth, has_gender, has_spouse, has_child, has_date_of_death, has_date_of_birth",6,1581,9486
"has_place_of_birth, has_gender, has_spouse, has_child, has_occupation, has_date_of_death",6,1581,9486
"has_place_of_birth, has_spouse, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1581,9486
"has_gender, has_position_held, has_child, has_occupation, has_date_of_birth",5,1896,9480
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1579,9474
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_employer, has_date_of_birth",6,1579,9474
"has_place_of_birth, has_gender, has_field_of_work, has_award_received",4,2368,9472
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received",4,2368,9472
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_birth",4,2368,9472
"has_place_of_birth, has_gender, has_father, has_position_held, has_occupation",5,1893,9465
"has_place_of_birth, has_father, has_position_held, has_occupation, has_date_of_birth",5,1893,9465
"has_place_of_birth, has_gender, has_father, has_position_held, has_date_of_birth",5,1893,9465
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_employer",6,1577,9462
"has_gender, has_spouse, has_child, has_occupation, has_date_of_birth",5,1892,9460
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1576,9456
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_employer, has_date_of_birth",6,1576,9456
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",9,1050,9450
"has_place_of_death, has_gender, has_father, has_position_held, has_occupation, has_date_of_birth",6,1574,9444
"has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1574,9444
"has_place_of_death, has_gender, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,1574,9444
"has_place_of_death, has_gender, has_father, has_position_held, has_occupation, has_date_of_death",6,1574,9444
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation",6,1573,9438
"has_place_of_birth, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1572,9432
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_birth",6,1572,9432
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1347,9429
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1347,9429
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,1347,9429
"has_place_of_death, has_gender, has_position_held, has_child, has_occupation, has_date_of_birth",6,1568,9408
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_employer",6,1567,9402
"has_place_of_death, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1567,9402
"has_place_of_death, has_gender, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,1567,9402
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer",6,1567,9402
"has_place_of_death, has_gender, has_position_held, has_child, has_occupation, has_date_of_death",6,1567,9402
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",6,1566,9396
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1566,9396
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_employer, has_date_of_birth",6,1566,9396
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",6,1566,9396
"has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1879,9395
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1565,9390
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1565,9390
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",6,1565,9390
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",4,2347,9388
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received",4,2347,9388
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",4,2346,9384
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work",6,1564,9384
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",6,1564,9384
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",6,1564,9384
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1563,9378
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",6,1563,9378
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1171,9368
"has_place_of_death, has_gender, has_educated_at, has_award_received",4,2339,9356
"has_place_of_death, has_educated_at, has_occupation, has_award_received",4,2339,9356
"has_place_of_death, has_educated_at, has_award_received, has_date_of_birth",4,2339,9356
"has_place_of_death, has_educated_at, has_award_received, has_date_of_death",4,2338,9352
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",9,1039,9351
"has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1558,9348
"has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",6,1557,9342
"has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1557,9342
"has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1557,9342
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",4,2334,9336
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work",4,2334,9336
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received",4,2333,9332
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",4,2332,9328
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1554,9324
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",6,1554,9324
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",6,1554,9324
"has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1553,9318
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,1553,9318
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,1553,9318
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_award_received",6,1552,9312
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_birth",6,1552,9312
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1552,9312
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_death",6,1551,9306
"has_place_of_birth, has_place_of_death, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1551,9306
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_award_received, has_date_of_death",6,1551,9306
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_date_of_death",6,1550,9300
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,1550,9300
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death",6,1550,9300
"has_place_of_birth, has_gender, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",6,1550,9300
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_birth",6,1550,9300
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_occupation",6,1550,9300
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1550,9300
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_date_of_birth",6,1550,9300
"has_place_of_birth, has_place_of_death, has_father, has_position_held, has_occupation, has_date_of_death",6,1550,9300
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received",4,2325,9300
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1033,9297
"has_place_of_birth, has_gender, has_father, has_child, has_date_of_death, has_date_of_birth",6,1549,9294
"has_place_of_birth, has_gender, has_father, has_child, has_occupation, has_date_of_death",6,1549,9294
"has_place_of_birth, has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1549,9294
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received",6,1548,9288
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received",6,1548,9288
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",6,1548,9288
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,1547,9282
"has_place_of_birth, has_gender, has_position_held, has_field_of_work, has_occupation, has_date_of_birth",6,1547,9282
"has_place_of_birth, has_gender, has_mother, has_occupation, has_date_of_death, has_date_of_birth",6,1547,9282
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1159,9272
"has_place_of_birth, has_gender, has_father, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",7,1324,9268
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_award_received",4,2317,9268
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",7,1323,9261
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",7,1323,9261
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",7,1323,9261
"has_place_of_death, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1323,9261
